O_id,D_id,distance
b0,a187,1.9621992713504832
b0,b188,0.0
b0,c189,0.7476204598278755
b0,c190,3.205046282150337
b0,c191,8.685522896842933
b0,c192,9.580325919934781
b0,b193,8.692455388136395
b0,a194,8.89326786083457
b0,a195,9.337439624343148
c1,c2,0.0
c1,c3,0.2562245387355461
c1,c4,0.9537660717155946
c1,c5,0.567782931760201
c1,c6,8.172355843095772
c1,a7,7.896907982313271
c1,c8,1.8400788548162108
c1,c9,5.037912745264693
c1,c10,5.928121995817201
c1,c11,0.5169173790756684
c1,c12,0.0
c1,c13,2.087684253586846
c1,c14,2.0954706731902943
c1,c15,0.9495730119956028
c1,c16,0.5481388123518715
c1,c17,0.7697405015428357
c1,c18,1.3273250054240007
c1,b19,8.194566665224235
c1,b20,8.653801785874661
c1,c21,6.853493655662731
c1,c22,7.64249105055993
c1,b23,3.300400155285835
c1,b24,4.207526230903606
c1,b25,3.4326290236838686
c1,b26,3.1557300719299577
c1,b27,4.753420701588979
c1,a28,8.61553163628699
c1,a29,8.778673180149363
c1,a30,8.280714627292213
c1,b31,4.472049095110467
c1,b32,7.372540018385196
c1,b33,8.105995260322556
c1,c34,3.9954593492243933
c1,c35,4.740043719100946
c1,c36,4.227387254798066
c1,c37,3.2907880692289937
c1,c38,2.2561108883640215
c1,c39,1.6426219057941378
c1,c40,1.1953486599647734
c1,c41,1.3366045733729863
c1,c42,1.8726798995940344
c1,c43,1.504439173503502
c1,c44,3.090019775705217
c1,b45,4.020953412638037
c1,b46,3.7719699586525364
c1,c47,3.074651444682747
c1,a48,10.967964704632946
c1,b49,8.829931093176231
c1,b50,8.219127362444688
c1,b51,8.201373107152081
c1,b52,9.016356987311708
c1,a53,10.889273123237153
c1,a54,10.824027156623973
c1,c55,4.111119068558801
c1,c56,6.373015878254247
c1,b57,4.886929790745135
c1,b58,4.256507963976846
c1,b59,4.401365882863816
c1,a60,5.879172130905921
c1,a61,6.995588885526866
c1,a62,6.377210267232673
c1,a63,5.78720067812835
c1,b64,4.602190744243715
c1,b65,4.471348683179668
c1,b66,5.5496341775871665
c1,b67,7.262364098148877
c1,c68,6.522030274127421
c1,b69,6.633878543444837
c1,b70,7.729746963470479
c1,c71,7.703368833643357
c1,c72,6.54347049872394
c1,c73,5.403946967159296
c1,c74,5.364850526948071
c1,c75,3.9358793976049897
c1,c76,3.2582084531415343
c1,c77,2.867237738821756
c1,c78,2.3261083786789336
c1,c79,3.0116271401052765
c1,c80,3.9288753593687695
c1,c81,4.0182963502051585
c1,c82,3.9540137865574447
c1,c83,2.5041112733499102
c1,c84,3.4845995306833983
c1,c85,3.437094782131606
c1,a86,10.540574949032319
c1,a87,9.796564801344289
c1,a88,10.663544163010519
c1,c89,6.167099599770928
c1,c90,6.749879161143091
c1,a91,7.664496171367389
c1,c92,5.327085763602165
c1,c93,4.324784851320107
c1,a94,8.376363757535666
c1,c95,4.209623729935824
c1,c96,2.5802547547232226
c1,c97,4.45358947268961
c1,c98,3.8237063301752086
c1,c99,2.9355588106814094
c1,c100,2.298588645345499
c1,c101,2.6084420321649358
c1,c102,2.9371016727990003
c1,c103,3.4205611934507467
c1,c104,3.3063157612579985
c1,c105,8.386294574091108
c1,c106,7.279901154956319
c1,c107,7.76729602251332
c1,c108,8.68807088993293
c1,c109,8.328548227131407
c1,c110,7.635977751236532
c1,a111,6.155800604530896
c1,a112,5.953897486035348
c1,a113,6.909187106433215
c1,a114,5.310365848173626
c1,a115,5.197998594222983
c1,a116,7.7142965965997945
c1,b117,5.417259369594068
c1,b118,5.188886047922057
c1,b119,4.316701452904476
c1,b120,5.42537189745906
c1,b121,5.475456887400957
c1,b122,6.620951882135589
c1,a123,10.118145677894148
c1,a124,9.48753512306045
c1,a125,10.04397982881203
c1,a126,10.194771263818348
c1,a127,10.621651381647258
c1,a128,9.437639771324696
c1,b129,7.475046325250828
c1,b130,6.930906009374396
c1,a131,11.678861624357625
c1,a132,11.88097022166113
c1,a133,11.382933180909665
c1,c134,8.694179877809823
c1,c135,8.649012044975832
c1,c136,8.019869832219321
c1,c137,8.990797074715486
c1,c138,8.150966714710544
c1,c139,9.03915231372176
c1,a140,8.610837566990398
c1,a141,8.543937013792517
c1,a142,9.229831619328015
c1,a143,9.64567015004235
c1,a144,8.248551789463088
c1,a145,8.993567049796185
c1,a146,7.500804163711465
c1,a147,6.364236890875653
c1,a148,5.599834274509896
c1,a149,8.14129146210922
c1,a150,8.58837290800364
c1,a151,10.725970591824147
c1,a152,10.145661490993637
c1,a153,9.287956890144327
c1,a154,9.11955201184705
c1,a155,10.999006857864712
c1,a156,11.535836219226256
c1,a157,7.230893986552206
c1,a158,7.0389845020199
c1,a159,6.510059612721263
c1,a160,7.579613899363467
c1,a161,6.525976309893609
c1,a162,7.1509508875032735
c1,a163,6.427705692739067
c1,a164,8.257716561670655
c1,a165,8.374844763540704
c1,a166,7.818873962862113
c1,a167,8.028109977565737
c1,a168,7.734383225321959
c1,a169,9.438086766345554
c1,a170,9.145672986600731
c1,a171,9.473421827405106
c1,a172,9.556372435198444
c1,a173,9.15802972660751
c1,a174,8.636466247722483
c1,a175,10.14217865552662
c1,a176,10.68880704778087
c1,a177,10.742110741436525
c1,a178,10.077710979938574
c1,a179,10.143962140963353
c1,a180,9.403808248600562
c1,a181,11.076178795365344
c1,a182,10.771424501839832
c1,a183,11.349169836296248
c1,a184,11.079438766754702
c1,a185,10.315143420171506
c1,a186,11.966232204506793
c1,a187,11.224779793399206
c1,b188,9.779829516429798
c1,c189,9.206376030426222
c1,c190,6.671420745515261
c1,c191,0.0
c1,c192,0.0
c1,b193,4.662630259323442
c1,a194,6.95635359265765
c1,a195,9.178404669826525
c2,c3,0.0
c2,c4,0.6830221121263359
c2,c5,0.33640643364930545
c2,c6,8.290854347305613
c2,a7,7.639598493845766
c2,c8,1.937101903206165
c2,c9,5.182469060320772
c2,c10,6.043535054433034
c2,c11,0.5702070100094786
c2,c12,0.0
c2,c13,1.7989820862853643
c2,c14,1.8347485016259466
c2,c15,0.6888230222222448
c2,c16,0.4265686182049196
c2,c17,0.512186818529366
c2,c18,1.0469214592722274
c2,b19,8.132217779170425
c2,b20,8.620502591739635
c2,c21,6.974945119963467
c2,c22,7.76716209781974
c2,b23,3.032101682223578
c2,b24,3.9335717365341787
c2,b25,3.1218133711564167
c2,b26,2.851457893793763
c2,b27,4.43032141049829
c2,a28,8.340453994720768
c2,a29,8.519089718986564
c2,a30,8.007839154128401
c2,b31,4.194156851320561
c2,b32,7.241751505783259
c2,b33,8.040956127267009
c2,c34,4.09352955495329
c2,c35,4.847007925866094
c2,c36,4.30035482459725
c2,c37,3.3675128962291154
c2,c38,2.3228577232106193
c2,c39,1.6929332183819292
c2,c40,1.0212657749733278
c2,c41,1.4563743671085823
c2,c42,1.6990418200915136
c2,c43,1.5332917004861617
c2,c44,2.7977258758513273
c2,b45,3.702003707426681
c2,b46,3.4510553636107093
c2,c47,2.7569181811268684
c2,a48,10.811498479113249
c2,b49,8.695468435550591
c2,b50,8.126471596271088
c2,b51,8.114365360937049
c2,b52,8.945734394307827
c2,a53,10.750692423654657
c2,a54,10.6615202509074
c2,c55,4.072571283647158
c2,c56,6.455302382644628
c2,b57,4.627912559599395
c2,b58,3.964536518118997
c2,b59,4.121260490716181
c2,a60,5.618378574900969
c2,a61,6.726526867113049
c2,a62,6.120718184379603
c2,a63,5.523972814856227
c2,b64,4.3172433497100595
c2,b65,4.140867330305103
c2,b66,5.26757791111226
c2,b67,7.129675089528468
c2,c68,6.460113740128881
c2,b69,6.516202077750954
c2,b70,7.728434531587766
c2,c71,7.707595242768191
c2,c72,6.486973332741533
c2,c73,5.453359204962468
c2,c74,5.314587202293545
c2,c75,4.0708038041909465
c2,c76,3.3376754291611674
c2,c77,3.0012615896247126
c2,c78,2.4806491603453296
c2,c79,3.129708330800065
c2,c80,3.7195493226391196
c2,c81,3.7488310244327026
c2,c82,3.798957108259047
c2,c83,2.4662096311886725
c2,c84,3.5163631677061953
c2,c85,3.2992387958930465
c2,a86,10.410829412946171
c2,a87,9.70152563535409
c2,a88,10.532372008282039
c2,c89,6.2709162632523565
c2,c90,6.830532048292833
c2,a91,7.354856533824867
c2,c92,5.180602733919048
c2,c93,4.248100119226354
c2,a94,8.228867854471718
c2,c95,4.355930681875177
c2,c96,2.733037810308257
c2,c97,4.599316118350141
c2,c98,3.970314815597473
c2,c99,2.7878105033627154
c2,c100,2.203595497632979
c2,c101,2.3407791018554422
c2,c102,2.836413357643922
c2,c103,3.2761980229844037
c2,c104,3.0408920279333813
c2,c105,8.477242515844793
c2,c106,7.3672821664208055
c2,c107,7.848619772982996
c2,c108,8.769442303973667
c2,c109,8.445972710085176
c2,c110,7.7374032775816906
c2,a111,5.8505816909907775
c2,a112,5.686406396691052
c2,a113,6.625900890100274
c2,a114,4.984522011821391
c2,a115,4.928229454081559
c2,a116,7.403146715645341
c2,b117,5.220168888574427
c2,b118,5.020048180309542
c2,b119,4.1248895592541786
c2,b120,5.180861495349388
c2,b121,5.268027436735808
c2,b122,6.50167385532284
c2,a123,9.962979193949225
c2,a124,9.326925609208098
c2,a125,9.85730154320669
c2,a126,10.046836161860135
c2,a127,10.455878165494513
c2,a128,9.298520502063152
c2,b129,7.292325829971671
c2,b130,6.721144003365234
c2,a131,11.479779646662852
c2,a132,11.64122402775839
c2,a133,11.162783565112779
c2,c134,8.767804635979628
c2,c135,8.729600517892658
c2,c136,8.090769182055244
c2,c137,9.06511582755555
c2,c138,8.188104474784296
c2,c139,9.092946468790933
c2,a140,8.275704813272336
c2,a141,8.258323869642052
c2,a142,8.897111108987884
c2,a143,9.33340978975697
c2,a144,7.922988258584992
c2,a145,8.685854988095754
c2,a146,7.166648094425078
c2,a147,6.034085906647116
c2,a148,5.272461473516242
c2,a149,7.980341345553192
c2,a150,8.431528444344877
c2,a151,10.461656767144824
c2,a152,9.849662551939774
c2,a153,9.094562660071936
c2,a154,8.903646956010784
c2,a155,10.809293025113377
c2,a156,11.340080554437607
c2,a157,6.9683942797664145
c2,a158,6.719169681567006
c2,a159,6.219929671417144
c2,a160,7.270220048656485
c2,a161,6.2403281525173036
c2,a162,6.925434269366476
c2,a163,6.181799572705179
c2,a164,8.026183745618077
c2,a165,8.172472586655896
c2,a166,7.589049487945767
c2,a167,7.762595351085911
c2,a168,7.509481234764136
c2,a169,9.168973812597462
c2,a170,8.872540828503238
c2,a171,9.225458616735576
c2,a172,9.33675319585368
c2,a173,8.922780167239594
c2,a174,8.390629710372501
c2,a175,9.889218779387443
c2,a176,10.428316080665827
c2,a177,10.489112642859473
c2,a178,9.825795556892135
c2,a179,9.890940940650854
c2,a180,9.135687281468588
c2,a181,10.85600441322565
c2,a182,10.545665300849155
c2,a183,11.129308555753271
c2,a184,10.884527694787497
c2,a185,10.113954810570341
c2,a186,11.726022622679796
c2,a187,11.08507971389936
c2,b188,9.718568333671623
c2,c189,9.265904474772885
c2,c190,6.813760955440439
c2,c191,0.2230183322257507
c2,c192,0.0
c2,b193,4.3966186718733145
c2,a194,6.693919641036952
c2,a195,8.916303890860268
c3,c4,0.0
c3,c5,0.0
c3,c6,7.971690823322832
c3,a7,6.890337227773707
c3,c8,1.630406965839179
c3,c9,4.942656789127374
c3,c10,5.7236883187706304
c3,c11,0.345965857423875
c3,c12,0.0
c3,c13,1.335798438115762
c3,c14,1.1108137583698607
c3,c15,0.34729413234241485
c3,c16,0.0
c3,c17,0.17236050911899622
c3,c18,0.4590670795378183
c3,b19,7.7181489032871475
c3,b20,8.20095181065081
c3,c21,6.6664477883168844
c3,c22,7.464464024145809
c3,b23,2.2857405155361055
c3,b24,3.2074478065069227
c3,b25,2.5028701838146232
c3,b26,2.182201310848198
c3,b27,3.833365679637483
c3,a28,7.621033211744881
c3,a29,7.764904676999602
c3,a30,7.2847974682636085
c3,b31,3.828725479151283
c3,b32,6.845865608690454
c3,b33,7.627415061641834
c3,c34,3.7455372075198623
c3,c35,4.513456126377932
c3,c36,3.89777531821503
c3,c37,2.9815105701913813
c3,c38,1.935819997100471
c3,c39,1.2992446453715099
c3,c40,0.6474280126806742
c3,c41,1.122920754929877
c3,c42,1.328176900468628
c3,c43,1.1241414918220414
c3,c44,2.430888761315109
c3,b45,3.2488313452079174
c3,b46,2.963255163518415
c3,c47,2.2099916496997056
c3,a48,10.42928612610197
c3,b49,8.301748166534074
c3,b50,7.720355922679921
c3,b51,7.705865895050535
c3,b52,8.53637592732601
c3,a53,10.35936770343211
c3,a54,10.282582074567609
c3,c55,3.6501611035265435
c3,c56,6.056832958734649
c3,b57,3.8737747759120436
c3,b58,3.289117630766817
c3,b59,3.4109636823379565
c3,a60,4.8771953542882915
c3,a61,5.9980893163392475
c3,a62,5.369856911754731
c3,a63,4.770785919351709
c3,b64,3.9341247777221726
c3,b65,3.5698058488932642
c3,b66,4.880583167432077
c3,b67,6.734624650394239
c3,c68,6.04489430320009
c3,b69,6.114679301307816
c3,b70,7.303338021872174
c3,c71,7.281715060984291
c3,c72,6.070664418339287
c3,c73,5.0231173149960515
c3,c74,4.8959792150062285
c3,c75,3.814531163706079
c3,c76,2.9578298228353606
c3,c77,2.757931287943151
c3,c78,2.269922303943242
c3,c79,2.841170044112601
c3,c80,3.3716298140525773
c3,c81,3.3971948372092755
c3,c82,3.4177736163304657
c3,c83,2.039482561779683
c3,c84,3.085869444214755
c3,c85,2.903455179303535
c3,a86,10.015312871358665
c3,a87,9.295741404130363
c3,a88,10.137521081936796
c3,c89,5.923464800047689
c3,c90,6.431851874479568
c3,a91,6.709477089128507
c3,c92,4.7941361775353455
c3,c93,3.8333281276063462
c3,a94,7.84141245922699
c3,c95,4.129842433408174
c3,c96,2.5522811467362785
c3,c97,4.369331217831863
c3,c98,3.7491257881807387
c3,c99,2.395948026504009
c3,c100,1.7872657306600632
c3,c101,1.9967978926916892
c3,c102,2.426700521153476
c3,c103,2.8836051825262725
c3,c104,2.69831255532906
c3,c105,8.082906567574552
c3,c106,6.980843344171218
c3,c107,7.448811670269496
c3,c108,8.368014867302993
c3,c109,8.123900213367982
c3,c110,7.380431529587121
c3,a111,5.193854722023375
c3,a112,4.956643902663007
c3,a113,5.923718722317412
c3,a114,4.379629264272386
c3,a115,4.203924277410878
c3,a116,6.761443379778982
c3,b117,4.860979624725333
c3,b118,4.642796462725814
c3,b119,3.761375347106633
c3,b120,4.817372758522871
c3,b121,4.916165371526923
c3,b122,6.1007654956024915
c3,a123,9.581788121995757
c3,a124,8.946686952151396
c3,a125,9.492630089388646
c3,a126,9.660023140579812
c3,a127,10.078738311390905
c3,a128,8.907168567708071
c3,b129,6.924560608583195
c3,b130,6.371515387337912
c3,a131,11.123498650051157
c3,a132,11.300697577722081
c3,a133,10.821624682527755
c3,c134,8.351504740956004
c3,c135,8.32670057157515
c3,c136,7.670542754013832
c3,c137,8.649666616176736
c3,c138,7.758464016040543
c3,c139,8.662083581148643
c3,a140,7.717786012517327
c3,a141,7.833122135548913
c3,a142,8.312839986079172
c3,a143,8.835277392465212
c3,a144,7.319141370244051
c3,a145,8.033604081247558
c3,a146,6.591935616557475
c3,a147,5.449754801584377
c3,a148,4.763953257846829
c3,a149,7.601598635128354
c3,a150,8.049023746109699
c3,a151,10.065010516656756
c3,a152,9.390581262669722
c3,a153,8.73411666354844
c3,a154,8.56044363017856
c3,a155,10.446715879957587
c3,a156,10.981542484782311
c3,a157,6.58630651476465
c3,a158,6.2164474577729045
c3,a159,5.799899852796793
c3,a160,6.790844634759054
c3,a161,5.831593592687659
c3,a162,6.586981214499679
c3,a163,5.84230673366502
c3,a164,7.689721713727007
c3,a165,7.817938388113263
c3,a166,7.252274616185051
c3,a167,7.39033717569262
c3,a168,7.17090088880108
c3,a169,8.779346430306578
c3,a170,8.474677841971799
c3,a171,8.878985416547494
c3,a172,8.994985594598292
c3,a173,8.586003527683165
c3,a174,8.047963368375102
c3,a175,9.533351868032259
c3,a176,10.053704392830385
c3,a177,10.131275497682843
c3,a178,9.471983496987459
c3,a179,9.534955432278197
c3,a180,8.748648085766716
c3,a181,10.514834694851181
c3,a182,10.208096946272304
c3,a183,10.787927399286792
c3,a184,10.525369645600438
c3,a185,9.76005079197336
c3,a186,11.385002604924695
c3,a187,10.69435162695223
c3,b188,9.304943553901444
c3,c189,8.835474905766892
c3,c190,6.561628878349317
c3,c191,0.4216926617538551
c3,c192,0.0
c3,b193,3.64588213204618
c3,a194,5.940255042636792
c3,a195,8.162607986460264
c4,c5,0.0
c4,c6,8.4521301864162
c4,a7,5.572852626808579
c4,c8,2.371370712510485
c4,c9,5.53906533920643
c4,c10,6.233844998872672
c4,c11,1.3673924124341004
c4,c12,0.8630875440706461
c4,c13,0.34264099419319266
c4,c14,0.0
c4,c15,0.36462330839725815
c4,c16,0.7743196376306478
c4,c17,0.0
c4,c18,0.0
c4,b19,7.5467610964197815
c4,b20,8.102237775767454
c4,c21,7.184692536774996
c4,c22,7.98447945382842
c4,b23,0.8844132611294633
c4,b24,1.8837071873240965
c4,b25,1.4125215933805864
c4,b26,0.9243707167381731
c4,b27,2.7387777434982596
c4,a28,6.346425512915699
c4,a29,6.39461184213971
c4,a30,6.007057070815359
c4,b31,2.920598658625298
c4,b32,6.479168268856959
c4,b33,7.4351342012226835
c4,c34,4.251214520692272
c4,c35,4.983891026288428
c4,c36,4.272162252249921
c4,c37,3.350537649140558
c4,c38,2.4738958009123255
c4,c39,1.9415609306158352
c4,c40,0.8288481809937368
c4,c41,1.7652479772643273
c4,c42,1.0688867625488463
c4,c43,1.6523382583625525
c4,c44,1.6535218962359044
c4,b45,2.2591000263449774
c4,b46,1.9068768850006848
c4,c47,1.132420255574823
c4,a48,9.855786373576988
c4,b49,7.873349822746161
c4,b50,7.322135532561696
c4,b51,7.459437251073368
c4,b52,8.254730828382089
c4,a53,9.821239036004984
c4,a54,9.682596443876951
c4,c55,3.7873249141799987
c4,c56,6.216078797880834
c4,b57,2.543122904631742
c4,b58,2.1593184880582554
c4,b59,2.1129830974820454
c4,a60,3.59615918840289
c4,a61,4.7236357203017905
c4,a62,4.058167755229048
c4,a63,3.3914984350969504
c4,b64,2.9186865644143807
c4,b65,2.48908569285486
c4,b66,3.9065566925781883
c4,b67,6.362891450065342
c4,c68,5.883551003103741
c4,b69,5.837223422398249
c4,b70,7.293587343394397
c4,c71,7.327955171268531
c4,c72,5.988487654317594
c4,c73,5.256631991794605
c4,c74,4.912106821959206
c4,c75,4.427473024783917
c4,c76,3.4338488402495724
c4,c77,3.498290664830076
c4,c78,2.9342978399049624
c4,c79,3.4274051179220746
c4,c80,2.569629600996766
c4,c81,2.5582117736501075
c4,c82,3.016056209139834
c4,c83,2.3290668715767886
c4,c84,3.388661946756826
c4,c85,2.8307457056058487
c4,a86,9.574245978573005
c4,a87,8.980837888818158
c4,a88,9.687818286267593
c4,c89,6.348023148973738
c4,c90,6.749640245347149
c4,a91,5.562992125843121
c4,c92,4.426218703896157
c4,c93,3.866473899827913
c4,a94,7.362072465329818
c4,c95,4.844034083360556
c4,c96,3.386382681218272
c4,c97,5.071284533432639
c4,c98,4.4817843435293545
c4,c99,2.092870965584437
c4,c100,2.0008810998581965
c4,c101,1.45215284994411
c4,c102,2.4189548329851713
c4,c103,2.771234263436209
c4,c104,1.9953829442162279
c4,c105,8.383312214460066
c4,c106,7.320490293300714
c4,c107,7.749147006643317
c4,c108,8.653931464941314
c4,c109,8.55305580321887
c4,c110,7.783045811388875
c4,a111,4.048150730826186
c4,a112,3.6950608855031666
c4,a113,4.693885108403698
c4,a114,3.249929272604073
c4,a115,2.9702601781397333
c4,a116,5.619576335402049
c4,b117,4.242408409562709
c4,b118,4.204465160310379
c4,b119,2.999836260020621
c4,b120,3.858218207399875
c4,b121,4.255160927874784
c4,b122,5.621939138336646
c4,a123,8.931720806672717
c4,a124,8.329869930013965
c4,a125,8.789162708638822
c4,a126,9.139228477540996
c4,a127,9.44384778951165
c4,a128,8.442746910168148
c4,b129,6.299523471897932
c4,b130,5.609700530439931
c4,a131,10.338617078791117
c4,a132,10.334227824421511
c4,a133,9.939133534595513
c4,c134,8.560849085570664
c4,c135,8.593807291800998
c4,c136,7.9129644226887805
c4,c137,8.89344223135764
c4,c138,7.885525916822756
c4,c139,8.74990728375446
c4,a140,6.625380226021596
c4,a141,6.805637063714307
c4,a142,7.211776510158676
c4,a143,7.765068164654687
c4,a144,6.211091535598494
c4,a145,6.860876331418933
c4,a146,5.495880638778647
c4,a147,4.353124488984095
c4,a148,3.7056595720452075
c4,a149,6.918420989803147
c4,a150,7.493697490462941
c4,a151,9.046047283759865
c4,a152,8.338587273203037
c4,a153,8.011355290707906
c4,a154,7.654203778977163
c4,a155,9.714739836292413
c4,a156,10.21412850941687
c4,a157,5.577480386351807
c4,a158,5.152038312698518
c4,a159,4.78878794165751
c4,a160,5.736280634132611
c4,a161,4.828139941876185
c4,a162,5.751548474851844
c4,a163,4.947607302796435
c4,a164,6.802594281949701
c4,a165,7.0669558577284555
c4,a166,6.29014725783245
c4,a167,6.4008487412614
c4,a168,6.326472205493978
c4,a169,7.770602942967858
c4,a170,7.461802433153884
c4,a171,7.912256171593982
c4,a172,8.139088693896783
c4,a173,7.6667241504316985
c4,a174,7.099558075834088
c4,a175,8.54713097302725
c4,a176,9.050307387243297
c4,a177,9.140147463157227
c4,a178,8.488674215672546
c4,a179,8.536821114226381
c4,a180,7.7417334205888935
c4,a181,9.63562174335958
c4,a182,9.306110939484023
c4,a183,9.90718663592195
c4,a184,9.75361932319097
c4,a185,8.92739508811132
c4,a186,10.416450708444657
c4,a187,10.196041838050851
c4,b188,9.092180683405115
c4,c189,8.998972173850536
c4,c190,7.187570567905704
c4,c191,1.4486726980553148
c4,c192,0.2885687370398511
c4,b193,2.2569852488007927
c4,a194,4.569377866740197
c4,a195,6.7858140500477315
c5,c6,7.973195295213423
c5,a7,6.779086441848788
c5,c8,1.634798861255051
c5,c9,4.947513736618956
c5,c10,5.725508761242841
c5,c11,0.3604584484732537
c5,c12,0.02011625902184787
c5,c13,1.1549144004209255
c5,c14,0.9766688115183996
c5,c15,0.17363176595175103
c5,c16,0.0
c5,c17,0.0
c5,c18,0.2634476059154222
c5,b19,7.613524065512036
c5,b20,8.10575116222035
c5,c21,6.668667374219506
c5,c22,7.466866002242468
c5,b23,2.215373535563783
c5,b24,3.0886778340077545
c5,b25,2.3399463489245678
c5,b26,2.0448022029178197
