O_id,D_id,O_lng,O_lat,D_lng,D_lat,c_1,c_2,c_3,c_4
a0,a160,24825.49021786632,427394.25498779124,283142.8371787013,129916.26281956169,0.01509630983192812,0.9776207784814183,0.006913143860894384,0.0003697678257591178
a0,a161,24825.49021786632,427394.25498779124,539527.6456316003,715341.916708943,0.01209843603702648,0.1097271870464598,0.008496181291282216,0.8696781956252315
a0,a162,24825.49021786632,427394.25498779124,621994.9915551427,705695.5770209453,0.023863468857012123,0.31091903880213895,0.007235867312781171,0.6579816250280678
a0,a163,24825.49021786632,427394.25498779124,515421.5709286411,821132.1683097966,0.10784534604383722,0.27916236210585743,0.07545127520344588,0.5375410166468595
a0,a164,24825.49021786632,427394.25498779124,484931.70283634606,903404.1359484369,0.11695435411988547,0.14414168787357073,0.20427350703957234,0.5346304509669714
a0,a165,24825.49021786632,427394.25498779124,640367.2293210231,1045037.463433153,0.11737595581188655,0.1212327598250797,0.028596178174184313,0.7327951061888495
a0,a166,24825.49021786632,427394.25498779124,745004.4762635526,1046096.9747086912,0.16392738310847269,0.27318735930274857,0.022153977961954438,0.5407312796268243
a0,a167,24825.49021786632,427394.25498779124,750630.0752329866,985635.3313641077,0.11169468015690746,0.25197781263353963,0.015563689277185686,0.6207638179323672
a0,a168,24825.49021786632,427394.25498779124,711609.9991970571,1068691.8818688241,0.17696900355211245,0.22747880380984103,0.02721176958075453,0.5683404230572922
a0,a169,24825.49021786632,427394.25498779124,579359.9867522048,1084439.99785324,0.3582673219076351,0.09192471141950213,0.09208663753109145,0.4577213291417713
a0,a17,24825.49021786632,427394.25498779124,862421.1762721979,259306.3363711512,0.990012932217018,1.358914231636272e-05,0.00974412299669213,0.00022935564397342492
a0,a170,24825.49021786632,427394.25498779124,694503.3388790598,1104295.93546833,0.25246414878815016,0.32405180573034975,0.036469836007762976,0.3870142094737371
a0,a171,24825.49021786632,427394.25498779124,382580.4478484277,19470.89150547744,0.13412792611406785,0.8085476389875084,0.022046843846915715,0.03527759105150807
a0,a172,24825.49021786632,427394.25498779124,337202.70252987393,54226.092333877044,0.04395136099966989,0.8964731674881823,0.028813914610870787,0.030761556901276983
a0,a173,24825.49021786632,427394.25498779124,602723.4497527445,20851.519243175997,0.7112312608249897,0.25801735140155896,0.015105390420012703,0.015645997353438773
a0,a174,24825.49021786632,427394.25498779124,470761.6297488434,44742.77101391588,0.24101677436925859,0.7048164523179747,0.020803207193683775,0.033363566119082956
a0,a175,24825.49021786632,427394.25498779124,407522.1473731758,94093.12976080574,0.06765756467031525,0.8867506402727149,0.03062744705970023,0.014964347997269653
a0,a176,24825.49021786632,427394.25498779124,622673.2749125448,880297.6134670831,0.02136333057637355,0.047672440356406456,0.011370800442992579,0.9195934286242275
a0,a177,24825.49021786632,427394.25498779124,585474.1278757964,972656.9608980857,0.07125655114508328,0.07642383213748237,0.029154773500318792,0.8231648432171156
a0,a178,24825.49021786632,427394.25498779124,682329.6299820013,925700.2722434665,0.01840074455432895,0.03817771540570752,0.010364339718364386,0.9330572003215991
a0,a179,24825.49021786632,427394.25498779124,576141.11485305,847077.0004474359,0.08275619200344032,0.16578541366482552,0.034666864125230915,0.7167915302065033
a0,a18,24825.49021786632,427394.25498779124,868930.4545651006,169272.34780324536,0.960563024147567,0.013096465867125474,0.012826935422764505,0.013513574562542888
a0,a180,24825.49021786632,427394.25498779124,682933.2820935376,800963.6156916493,0.040006501592606526,0.16593715784055738,0.014798516992500385,0.7792578235743357
a0,a181,24825.49021786632,427394.25498779124,595032.464875754,782801.1409111106,0.0810621659056597,0.3130969607031224,0.025972126181554582,0.5798687472096633
a0,a182,24825.49021786632,427394.25498779124,48765.49390705356,47914.15356370647,0.12291538384689228,0.667654786426479,0.02135432095995318,0.18807550876667542
a0,a183,24825.49021786632,427394.25498779124,26242.664434932667,316844.63877971,0.10011060966857739,0.18799247238329786,0.009562095757374605,0.7010054283568575
a0,a184,24825.49021786632,427394.25498779124,11010.003023817555,502696.0899415388,0.2892892340173153,0.35107068387355606,0.07614126333027985,0.28255471291406337
a0,a185,24825.49021786632,427394.25498779124,13609.575355488254,838629.1636864465,0.19935294580514737,0.13920545419235344,0.6483406651339623,0.013100934868536786
a0,a186,24825.49021786632,427394.25498779124,41452.324843285576,1015803.9867892584,0.4660855052830613,0.02214352160610152,0.5086540984300808,0.0031168746807563497
a0,a187,24825.49021786632,427394.25498779124,183173.0055212369,1070326.826093398,0.15630972991311023,0.04290839104388435,0.8007701588587647,1.1720184240762838e-05
a0,a188,24825.49021786632,427394.25498779124,528353.7741095192,1112209.996245413,0.33425785727018514,0.1536880021792211,0.16782635128859638,0.3442277892619973
a0,a189,24825.49021786632,427394.25498779124,848287.2790054368,1107665.5604320685,0.11474547481134154,0.24097681437277793,0.020136705915685636,0.6241410049001949
a0,a19,24825.49021786632,427394.25498779124,1038141.9629040707,348683.036474845,0.9451289613232197,0.03653322490109579,0.00462159189112299,0.01371622188456152
a0,a190,24825.49021786632,427394.25498779124,1098700.279037521,1101749.1299417757,0.23573086949098288,0.657924081909305,0.025442666183047382,0.08090238241666471
a0,a191,24825.49021786632,427394.25498779124,1080462.1362846682,881584.4642790954,0.053808657622084144,0.9265119599699679,0.019641817417383335,3.7564990564674666e-05
a0,a192,24825.49021786632,427394.25498779124,1081744.0853039182,578773.8827215651,0.22472228887848852,0.7311743966511196,0.023403980989914648,0.020699333480477238
a0,a193,24825.49021786632,427394.25498779124,951677.0969383438,69825.26171153349,0.9959594512873661,1.2915511624692645e-05,0.0029521859187606205,0.0010754472822486275
a0,a194,24825.49021786632,427394.25498779124,280168.2935031845,38076.857100899026,0.02829143651788138,0.93823935728296,0.0275000206929987,0.005969185506159837
a0,a2,24825.49021786632,427394.25498779124,116530.9553251288,1046630.6632012551,0.30664392543829866,0.022977161022111687,0.6702016257712765,0.00017728776831326065
a0,a20,24825.49021786632,427394.25498779124,1008127.2581195555,779390.6491905043,0.05616090934885654,0.9179047028150651,0.025333860073434973,0.0006005277626434795
a0,a21,24825.49021786632,427394.25498779124,1064220.9788737374,750664.3831167887,0.11793072439602059,0.8266685212631708,0.019867117959838674,0.035533636380970124
a0,a22,24825.49021786632,427394.25498779124,1020269.4779710853,721636.4220049146,0.09833917609487193,0.8450403042733495,0.030191401283101785,0.02642911834867669
a0,a23,24825.49021786632,427394.25498779124,1063517.827069653,804997.2591798942,0.044877823801919056,0.9295848044275514,0.025351445401905304,0.00018592636862400713
a0,a24,24825.49021786632,427394.25498779124,955859.4527889123,742750.4230973007,0.03048427331606171,0.9505656506863778,0.018918110306141604,3.196569141895049e-05
a0,a25,24825.49021786632,427394.25498779124,1032759.0974006156,947356.959985825,0.06918358865841424,0.917967135757101,0.011491889493670932,0.0013573860908137273
a0,a26,24825.49021786632,427394.25498779124,1082912.1042457377,1000955.1369669792,0.12676565051725985,0.7910921764777419,0.02415148927498982,0.057990683730008506
a0,a27,24825.49021786632,427394.25498779124,819295.9018416521,719612.5035726252,0.05446384227016753,0.9362025843944053,0.008913363342789304,0.00042020999263787706
a0,a28,24825.49021786632,427394.25498779124,797793.8907604276,727030.4295939974,0.07204885380631662,0.9133751063197522,0.010030506185348285,0.004545533688582949
a0,a29,24825.49021786632,427394.25498779124,886867.2618349966,710480.8666696915,0.017292805665313733,0.9742120992698633,0.008473201892386564,2.1893172436503382e-05
a0,a3,24825.49021786632,427394.25498779124,1050413.018866132,650716.4899351114,0.17459972588772033,0.7607782812994737,0.028639812591479186,0.03598218022132668
a0,a30,24825.49021786632,427394.25498779124,856798.3758957679,755466.8661217657,0.0651431529820493,0.9245832455775439,0.00968182544417282,0.0005917759962339289
a0,a31,24825.49021786632,427394.25498779124,528254.032991965,249871.64332701525,0.26973386313578007,0.6903141966534433,0.016996057012017354,0.022955883198759044
a0,a32,24825.49021786632,427394.25498779124,891611.360640283,526595.1126084228,0.16356387580605863,0.8125679733950193,0.020291540150919784,0.0035766106480023424
a0,a33,24825.49021786632,427394.25498779124,1017022.0889475674,464514.90395171585,0.5384318749027753,0.42818544645143664,0.01640202187921605,0.016980656766571973
a0,a34,24825.49021786632,427394.25498779124,969964.1618300781,567467.5213056612,0.12500525881090827,0.8188586358358663,0.02095433023656352,0.035181775116661936
a0,a35,24825.49021786632,427394.25498779124,939758.6593101663,569809.7467982351,0.09615325553056771,0.8507294449938312,0.026503730564312253,0.02661356891128893
a0,a36,24825.49021786632,427394.25498779124,908140.9538314289,600182.5904964784,0.035789115890909454,0.9321632121075983,0.028250060337198856,0.0037976116642933037
a0,a37,24825.49021786632,427394.25498779124,111995.92906462126,837496.7820847795,0.10547419213051763,0.049822733958919056,0.8438169066952188,0.0008861672153445256
a0,a38,24825.49021786632,427394.25498779124,137781.30261560646,875734.4864075832,0.1363411428710767,0.03638213910510019,0.8205757473944543,0.006700970629368821
a0,a39,24825.49021786632,427394.25498779124,39898.80548996555,881076.3591060468,0.1798868554959901,0.06335957143190267,0.755245608457224,0.0015079646148831638
a0,a4,24825.49021786632,427394.25498779124,1067209.2048660011,511934.74918308936,0.32369093868042037,0.6136500127075327,0.026566997360611137,0.03609205125143563
a0,a40,24825.49021786632,427394.25498779124,144663.7959555215,803301.7002132711,0.07902432240014966,0.04222156601840029,0.87875411158145,0.0
a0,a41,24825.49021786632,427394.25498779124,312646.51938551065,667558.5083154838,0.1683572509545889,0.29468359518473564,0.27530652085136886,0.26165263300930647
a0,a42,24825.49021786632,427394.25498779124,331457.86952273396,612412.648050956,0.17784834199527644,0.35255425713043054,0.14462233138218833,0.3249750694921046
a0,a43,24825.49021786632,427394.25498779124,70264.4468519141,504426.40887561813,0.2022612844568002,0.2942302538438377,0.06326289168641115,0.4391318971158041
a0,a44,24825.49021786632,427394.25498779124,36302.75415498055,810810.9118998798,0.17422620883959117,0.11842472201666455,0.7017862682659086,0.005562800877835594
a0,a45,24825.49021786632,427394.25498779124,158544.51052261566,489083.22367191355,0.09969621028269669,0.21912142807191834,0.034452638613713664,0.6454161088700731
a0,a46,24825.49021786632,427394.25498779124,131518.519057596,943281.7397756097,0.24142271891366684,0.024417832374537412,0.7318925102001632,0.002266938511632602
a0,a47,24825.49021786632,427394.25498779124,1006737.599636668,1052362.343453119,0.12046472181549737,0.6334364466491258,0.021613052910062783,0.22448577862531408
a0,a48,24825.49021786632,427394.25498779124,1069913.4279347,1084616.824830868,0.1832269770970165,0.6726279809084743,0.021688616376125867,0.12245642561838326
a0,a49,24825.49021786632,427394.25498779124,410536.72449893225,638313.1145748952,0.08575602759016784,0.27973839810306694,0.049129955480499164,0.585375618826266
a0,a5,24825.49021786632,427394.25498779124,1077697.5668746151,634483.8764475959,0.20067261257460803,0.756564817897687,0.022507629615659136,0.02025493991204593
a0,a50,24825.49021786632,427394.25498779124,654830.9329162086,691234.1412482098,0.05293689645288363,0.6339698229533074,0.0077327137049772844,0.3053605668888316
a0,a51,24825.49021786632,427394.25498779124,564217.5805464665,134363.01852668752,0.50134151042458,0.45420241784596954,0.020855873934102046,0.02360019779534851
a0,a52,24825.49021786632,427394.25498779124,805255.6237120469,89045.54779870954,0.9520285292237282,0.023676511788699627,0.010130602839529008,0.014164356148043185
a0,a53,24825.49021786632,427394.25498779124,583811.3899681243,65354.74281052806,0.6375037234357965,0.3313896350677541,0.01568822830093559,0.015418413195513797
a0,a54,24825.49021786632,427394.25498779124,684790.478195163,374347.2996540308,0.5654431896488444,0.42361825509672246,0.0030038317424783134,0.007934723511954667
a0,a55,24825.49021786632,427394.25498779124,747892.9166584914,382216.6992945082,0.7191139721610608,0.274568999844638,0.002057921731078155,0.004259106263223171
a0,a56,24825.49021786632,427394.25498779124,799191.1143328848,290937.84689040994,0.9897283443661065,0.0038927827207579594,0.005267187715027507,0.0011116851981082649
a0,a57,24825.49021786632,427394.25498779124,828308.8712330561,647123.8710994598,0.015991342376438098,0.9791951801353628,0.004742872887358421,7.0604600840721e-05
a0,a58,24825.49021786632,427394.25498779124,667235.2244677759,644855.0040247224,0.031038456618528776,0.8501838417952511,0.002509313893372131,0.116268387692848
a0,a59,24825.49021786632,427394.25498779124,755153.3400818738,721590.8871586294,0.08971703800595997,0.8174862447993352,0.010490517310154447,0.08230619988455036
a0,a6,24825.49021786632,427394.25498779124,1079498.8074045999,713109.3989191558,0.15492362818167196,0.7883528069200195,0.029263539734929733,0.0274600251633786
a0,a60,24825.49021786632,427394.25498779124,697052.7818912078,716573.7356268562,0.08755490672079198,0.7118321297789751,0.011841326791671566,0.18877163670856142
a0,a61,24825.49021786632,427394.25498779124,679595.3122965773,676650.5691873771,0.06448092572518045,0.6688077690172914,0.008983219863121403,0.2577280853944067
a0,a62,24825.49021786632,427394.25498779124,258082.50531689508,657834.5689144387,0.22902421241843157,0.2483214808649946,0.4205998974229529,0.10205440929362086
a0,a63,24825.49021786632,427394.25498779124,174999.50877059915,655766.141791746,0.20758757036778888,0.23994783692646898,0.44114779960531514,0.11131679310042701
a0,a64,24825.49021786632,427394.25498779124,214282.1905452847,684995.6708886486,0.2003496667537186,0.18587645848140857,0.5910013594893759,0.02277251527549685
a0,a65,24825.49021786632,427394.25498779124,182510.09938365885,720066.7302441467,0.15104028765302194,0.12913746548967892,0.7196117236846999,0.00021052317259934015
a0,a66,24825.49021786632,427394.25498779124,214605.89534349367,646004.8181312921,0.23778262638474149,0.2364604124319688,0.43432235328404184,0.09143460789924795
a0,a67,24825.49021786632,427394.25498779124,223858.28578980616,593171.7313154388,0.22456386777543363,0.2938725388489321,0.21203917338126668,0.26952441999436755
a0,a68,24825.49021786632,427394.25498779124,67693.83934664134,697761.2124226493,0.2223299528931425,0.2293277299927843,0.5409543953032044,0.007387921810868782
a0,a69,24825.49021786632,427394.25498779124,127671.25158554307,639467.3109005404,0.19848967443936968,0.24166657224719212,0.41098374920318054,0.1488600041102576
a0,a7,24825.49021786632,427394.25498779124,986444.7785379367,660773.4465731247,0.028039152591515886,0.9531646112196647,0.015898702402230475,0.002897533786589
a0,a70,24825.49021786632,427394.25498779124,111359.12185674376,743138.1265084123,0.16009845707432607,0.13700264534185794,0.702698084682263,0.00020081290155289817
a0,a71,24825.49021786632,427394.25498779124,50424.61603021093,601722.2382013194,0.2579247048705447,0.32802569972017476,0.18611553394477579,0.22793406146450482
a0,a72,24825.49021786632,427394.25498779124,41318.87410471339,759998.6354456497,0.15689092550329056,0.1412796880720968,0.7010373693412268,0.000792017083385854
a0,a73,24825.49021786632,427394.25498779124,51678.20708675979,184878.76015633554,0.04653768013626175,0.31634403101958286,0.011631529524923408,0.6254867593192319
a0,a74,24825.49021786632,427394.25498779124,234163.59804085348,344321.73316899355,0.013065366734863719,0.17401973480844665,0.006278874683220283,0.8066360237734693
a0,a75,24825.49021786632,427394.25498779124,116632.90534333055,340460.65734382777,0.044724434574541755,0.16147425518547723,0.006436720246698107,0.7873645899932828
a0,a76,24825.49021786632,427394.25498779124,197465.2390389298,416420.53413072566,0.03597432313789217,0.14051430425644715,0.008323079986936783,0.8151882926187239
a0,a77,24825.49021786632,427394.25498779124,259311.98361304554,392125.20722385636,0.0277104234116861,0.20760234021625887,0.0067693595005617006,0.7579178768714934
a0,a78,24825.49021786632,427394.25498779124,115339.69743257956,245733.27737770232,0.023925689189019148,0.18595481029727826,0.007739961181271625,0.782379539332431
a0,a79,24825.49021786632,427394.25498779124,214317.2174597845,307930.7875394708,0.015339382526550272,0.22561944895382327,0.006578081516702248,0.7524630870029242
a0,a8,24825.49021786632,427394.25498779124,199031.61001512152,768343.7813225664,0.07006720915019472,0.04647570624637641,0.8834570846034288,0.0
a0,a80,24825.49021786632,427394.25498779124,292930.06223381823,442146.12408852205,0.07605889220530103,0.412999238219621,0.014076238692598967,0.49686563088247904
a0,a81,24825.49021786632,427394.25498779124,260031.42234473562,533312.1488552178,0.14284178546661172,0.32325961557551297,0.0620997669307128,0.4717988320271625
a0,a82,24825.49021786632,427394.25498779124,410299.053583401,492328.77560978994,0.184944858673098,0.5089991498827484,0.03356916312639406,0.27248682831775944
a0,a83,24825.49021786632,427394.25498779124,476574.71704488085,557279.5155257542,0.06450030627705682,0.528499674381091,0.011677569391447894,0.3953224499504042
a0,a84,24825.49021786632,427394.25498779124,374428.5291438003,547768.5544208222,0.1641913990027193,0.43725551734357493,0.056316931658790564,0.34223615199491525
a0,a85,24825.49021786632,427394.25498779124,316284.962680016,493566.45842122973,0.13883363654532965,0.43941480636978353,0.04148414327305653,0.3802674138118302
a0,a86,24825.49021786632,427394.25498779124,388443.0117555874,410598.48712784925,0.09205867558060124,0.6922139200460941,0.009419950931804751,0.20630745344150003
a0,a87,24825.49021786632,427394.25498779124,494490.01377564535,601669.5447177636,0.026779032967453986,0.2680204750025846,0.007791648926161329,0.6974088431038
a0,a88,24825.49021786632,427394.25498779124,456284.5142594033,623484.8587349313,0.031141795698487743,0.184711642586614,0.011745548152718256,0.7724010135621802
a0,a89,24825.49021786632,427394.25498779124,355948.2591244333,1091069.5692832137,0.16218368096704952,0.17670425251204439,0.661112066520906,0.0
a0,a9,24825.49021786632,427394.25498779124,150653.7569864209,759847.516052603,0.09955619679174713,0.06755523983849132,0.832873032642844,1.553072691765249e-05
a0,a90,24825.49021786632,427394.25498779124,903228.5939971313,1096370.9035458334,0.08761489338024031,0.20766414604316147,0.01897404630337956,0.6857469142732187
a0,a91,24825.49021786632,427394.25498779124,957958.9570412772,878721.9813276195,0.03730546568661146,0.9537023974418274,0.008832998486816637,0.0001591383847446144
