O_id,D_id,O_lng,O_lat,D_lng,D_lat,c_1,c_2,c_3
a111,c35,889898.6054375658,334168.1847814049,398576.8991529565,959712.0982521835,0.750679241334712,0.0,0.2493207586652881
a111,c36,889898.6054375658,334168.1847814049,495884.7935896085,899267.0127529339,0.7505468353913294,0.0,0.24945316460867067
a111,c37,889898.6054375658,334168.1847814049,598458.7097485351,957923.5298555065,0.7261748575404238,0.0,0.27382514245957634
a111,c38,889898.6054375658,334168.1847814049,707653.9707010174,977959.6926329604,0.7151030973754078,0.0,0.28489690262459216
a111,c39,889898.6054375658,334168.1847814049,782223.5694588752,1021415.5942026138,0.6939070139885428,0.0,0.3060929860114571
a111,c4,889898.6054375658,334168.1847814049,1076590.0493736912,879071.4901408796,0.7323022352234441,0.0,0.26769776477655594
a111,c40,889898.6054375658,334168.1847814049,893429.2945914436,948695.2677742166,0.7346834880733516,0.0,0.26531651192664835
a111,c41,889898.6054375658,334168.1847814049,810690.2408677752,1076167.849059671,0.6957395656482191,0.0,0.30426043435178085
a111,c42,889898.6054375658,334168.1847814049,851312.8179095903,881757.3527588245,0.7336977142961616,0.0,0.2663022857038384
a111,c43,889898.6054375658,334168.1847814049,804006.8445899538,969516.345963283,0.7074405436596443,0.0,0.29255945634035574
a111,c44,889898.6054375658,334168.1847814049,829797.6737558885,699814.8732983172,0.2547729885608387,0.0,0.7452270114391614
a111,c47,889898.6054375658,334168.1847814049,907526.9512372671,707985.8443158871,0.0021391151540776044,0.05425181396826472,0.9436090708776578
a111,c5,889898.6054375658,334168.1847814049,1019766.8348705258,974809.2841422296,0.7272145606103066,0.0,0.27278543938969346
a111,c55,889898.6054375658,334168.1847814049,527088.8973784909,823582.004934491,0.661212659170282,0.0,0.33878734082971795
a111,c56,889898.6054375658,334168.1847814049,296753.5987841593,798192.0165681869,0.3783997033704156,0.0,0.6216002966295844
a111,c6,889898.6054375658,334168.1847814049,61345.589020799234,1021719.9740546513,0.7148585476151957,0.0,0.2851414523848043
a111,c68,889898.6054375658,334168.1847814049,312075.15330360475,673832.2632165457,0.006512390668332723,0.0909734469777792,0.902514162353888
a111,c71,889898.6054375658,334168.1847814049,162731.61839293406,686389.2439383302,0.015440687132538242,0.08227847395933428,0.9022808389081276
a111,c72,889898.6054375658,334168.1847814049,311681.6656260563,720475.9586386625,0.06904624465430166,0.027852616957335614,0.9031011383883628
a111,c73,889898.6054375658,334168.1847814049,379619.5918390661,813014.3237628639,0.49863048745308336,0.0,0.5013695125469168
a111,c74,889898.6054375658,334168.1847814049,437776.4989834509,750125.3493307976,0.15350194073886492,0.0,0.8464980592611351
a111,c75,889898.6054375658,334168.1847814049,513460.2729624406,1039959.5415156368,0.7229222477467587,0.0,0.2770777522532413
a111,c76,889898.6054375658,334168.1847814049,590310.551916678,1036467.2032702942,0.7203200990342243,0.0,0.27967990096577566
a111,c77,889898.6054375658,334168.1847814049,661495.9907331095,1072313.7780121558,0.8848717223558392,0.0,0.11512827764416085
a111,c78,889898.6054375658,334168.1847814049,695239.607872108,1057456.502963125,0.7119283736507768,0.0,0.28807162634922323
a111,c79,889898.6054375658,334168.1847814049,638782.3110764966,1042921.4007437215,0.7184866335661794,0.0,0.2815133664338206
a111,c8,889898.6054375658,334168.1847814049,752186.2060139113,1063865.170288348,0.6920246107482758,0.0,0.30797538925172413
a111,c80,889898.6054375658,334168.1847814049,733198.1048907868,722431.23074712,0.3982722977463832,0.0,0.6017277022536169
a111,c81,889898.6054375658,334168.1847814049,744923.960448284,683980.9210821056,0.0779901992633237,0.08554716288457966,0.8364626378520965
a111,c82,889898.6054375658,334168.1847814049,646299.5048373977,761153.8230079168,0.19270355878112633,0.0,0.8072964412188737
a111,c83,889898.6054375658,334168.1847814049,715113.0384187739,919804.5543924351,0.7236908564324904,0.0,0.27630914356750963
a111,c84,889898.6054375658,334168.1847814049,590431.6157292326,892193.3997171706,0.7340879005118119,0.0,0.265912099488188
a111,c85,889898.6054375658,334168.1847814049,661433.0557595086,837510.2908493592,0.7015346126101132,0.0,0.2984653873898868
a111,c89,889898.6054375658,334168.1847814049,244166.85053308943,945660.2922961597,0.7528128231570055,0.0,0.24718717684299457
a111,c9,889898.6054375658,334168.1847814049,374588.29412927176,1077412.6892032835,0.7205146522130862,0.0,0.27948534778691375
a111,c90,889898.6054375658,334168.1847814049,211695.56884644312,799934.3950554734,0.3906753937589275,0.0,0.6093246062410725
a111,c92,889898.6054375658,334168.1847814049,483239.73026901373,694116.1311201806,0.0025594316958195942,0.06344019469134261,0.9340003736128378
a111,c93,889898.6054375658,334168.1847814049,567909.5658764879,744327.5041265424,0.24646446034713035,0.0,0.7535355396528696
a111,c95,889898.6054375658,334168.1847814049,497946.9785217651,1091943.303834598,0.7203082711461926,0.0,0.27969172885380755
a111,c96,889898.6054375658,334168.1847814049,636933.5865159038,1100828.8712536192,0.6981218869535718,0.0,0.3018781130464282
a111,c97,889898.6054375658,334168.1847814049,457945.7852829433,1081824.1873569612,0.7219111932598075,0.0,0.27808880674019254
a111,c98,889898.6054375658,334168.1847814049,525122.4721721654,1087478.289113556,0.7165612631678764,0.0,0.28343873683212356
a111,c99,889898.6054375658,334168.1847814049,764320.2635706618,800272.0257677863,0.5740310880032801,0.0,0.4259689119967198
a112,a112,953217.6002339176,358595.8068912402,953217.6002339176,358595.8068912402,0.004385530752501072,0.8671514641710769,0.12830325363638206
a112,a113,953217.6002339176,358595.8068912402,921905.8769496068,241648.34559829297,0.004693239580367984,0.9951845657110188,0.0
a112,a114,953217.6002339176,358595.8068912402,872456.6094339284,438687.8966384425,0.0,0.17856783788052757,0.8210736413232675
a112,a115,953217.6002339176,358595.8068912402,961145.5489171164,430932.7807529989,0.0019518733629583,0.4249652267630882,0.5727950544044087
a112,a116,953217.6002339176,358595.8068912402,839474.0044251609,136792.8994097369,0.009135842596853275,0.9908641574031467,0.0
a112,a123,953217.6002339176,358595.8068912402,158688.12922342742,304092.45677115925,0.0101976827242757,0.977688161896154,0.01211415537957033
a112,a124,953217.6002339176,358595.8068912402,206319.19673729897,328865.4561528018,0.00909890208455017,0.9388238653383805,0.052077232577069366
a112,a125,953217.6002339176,358595.8068912402,189826.4430094485,253615.24534992728,0.0077485568892642345,0.9922462785834794,5.16452725640911e-06
a112,a126,953217.6002339176,358595.8068912402,101469.55867537452,320632.88337018143,0.010718047218982797,0.9651551300683446,0.024126822712672562
a112,a127,953217.6002339176,358595.8068912402,135282.50934994128,229999.81351310475,0.3117675978199753,0.684145143103782,0.004087259076242686
a112,a128,953217.6002339176,358595.8068912402,142851.35185221775,404061.9114977633,0.0068559334108773615,0.6160036710774249,0.37714039551169765
a112,a131,953217.6002339176,358595.8068912402,100496.56918734881,93541.4231500263,0.017106043068159122,0.9828561108873066,3.78460445341299e-05
a112,a132,953217.6002339176,358595.8068912402,178270.55889992104,28644.331303343588,0.021890898861695474,0.9780513028542736,5.779828403096678e-05
a112,a133,953217.6002339176,358595.8068912402,191396.63816203005,55054.906258921466,0.017689244195327143,0.982255875616189,5.48801884839256e-05
a112,a140,953217.6002339176,358595.8068912402,657799.9344759176,106813.5476831162,0.025763693713681562,0.9742363062863184,0.0
a112,a141,953217.6002339176,358595.8068912402,559503.9171400985,170225.47241325825,0.021279536903439922,0.97872046309656,0.0
a112,a142,953217.6002339176,358595.8068912402,697489.1381251899,33731.56097852739,0.030862914749849316,0.9691173427076941,1.9742542456538694e-05
a112,a143,953217.6002339176,358595.8068912402,587417.5922031568,34160.064022870574,0.03209866293891962,0.9678802093766733,2.1127684407122036e-05
a112,a144,953217.6002339176,358595.8068912402,764120.2737484153,127496.77641676567,0.016652023839265298,0.9833479761607347,0.0
a112,a145,953217.6002339176,358595.8068912402,801969.8786380383,40813.14938665215,0.02244991241541479,0.9775422994433802,7.788141205088106e-06
a112,a146,953217.6002339176,358595.8068912402,764684.5824278677,213777.02528307578,0.011553238159996145,0.9884467618400038,0.0
a112,a147,953217.6002339176,358595.8068912402,808104.6029462998,305876.3946884389,0.005597971248502134,0.9710141550885004,0.023387873662997487
a112,a148,953217.6002339176,358595.8068912402,755661.7892370732,424910.8419180814,0.001901018575642059,0.44090329658141725,0.5571956848429407
